file,text,HPO_symptoms,HPO_codes,starts,ends
7091188,"We report studies of six patients with the Angelman ""Happy Puppet"" syndrome and compare the data with those from previous reports. The results confirm the classic findings of severe mental retardation, ""puppet-like"" gait, characteristic craniofacial abnormalities, and frequent episodes of laughter and suggest that this syndrome is more common than previously thought. Computerized axial tomographs of the brain demonstrating unilateral cerebellar atrophy in one patient constitute the first direct evidence of cerebellar abnormalities in this syndrome.","['Happy Puppet', 'severe mental retardation', 'mental retardation', 'retardation', '""puppet-like"" gait', 'craniofacial abnormalities', 'frequent episodes of laughter', 'laughter', 'unilateral cerebellar atrophy', 'cerebellar atrophy', 'cerebellar abnormalities']","['0100024', '0002187', '0001249', '0001249', '0001288', '0001999', '0000749', '0000748', '0001272', '0001272', '0001317']","[53, 175, 182, 189, 202, 237, 269, 290, 427, 438, 512]","[65, 200, 200, 200, 220, 263, 298, 298, 456, 456, 536]"
712760,"A family is described in which 16 individuals in 3 generations have Charcot-Marie-Tooth disease. At least 6 family members also have the naevoid basal cell carcinoma syndrome. In addition, 1 subject with both disorders has 2 young daughters with the naevoid basal cell carcinoma syndrome.","['basal cell carcinoma', 'basal cell carcinoma']","['0002671', '0002671']","[145, 258]","[165, 278]"
7200726,"A mother and son with bilateral branchial sinuses, intrauterine and postnatal growth retardation, unusual facial appearance, and premature aging in the mother are reported. No other members of the family are similarly affected. No hormonal or systemic cause of growth retardation was identified. Chromosomal studies with G-banding were normal. It is suggested that this syndrome is a dominant trait, the mother being the initial mutant.","['bilateral branchial sinuses', 'branchial', 'intrauterine and postnatal growth retardation', 'postnatal growth retardation', 'growth retardation', 'retardation', 'unusual facial appearance', 'facial appearance', 'premature aging', 'premature aging', 'growth retardation', 'retardation', 'dominant trait', 'dominant']","['0009794', '0009794', '0001511', '0008897', '0001510', '0001249', '0002004', '0001999', '0002216', '0002216', '0001510', '0001249', '0000006', '0000006']","[22, 32, 51, 68, 78, 85, 98, 106, 129, 129, 261, 268, 384, 384]","[49, 41, 96, 96, 96, 96, 123, 123, 144, 144, 279, 279, 398, 392]"
7246489,"Five new cases are presented of a syndrome characterized mainly by severe mental retardation, epilepsy, puppet-like ataxic movements, microbrachycephaly, prognathism, tongue protrusion, and inappropriate paroxysms of laughter. The cases are analyzed with reference to personal and family histories, clinical findings, and results of special investigations (biochemical, chromosomal, dermatoglyphic, EEG, and radiologic). The findings are compared with those in the 22 patients described previously. Though clinically distinctive, there is as yet no clear-cut evidence as to cause.","['severe mental retardation', 'mental retardation', 'retardation', 'epilepsy', 'puppet-like ataxic movements', 'ataxic', 'ataxic movements', 'microbrachycephaly', 'prognathism', 'tongue protrusion', 'inappropriate paroxysms of laughter', 'paroxysms of laughter', 'laughter']","['0002187', '0001249', '0001249', '0001250', '0001251', '0001251', '0001251', '0002258', '0000303', '0010808', '0000748', '0000749', '0000748']","[67, 74, 81, 94, 104, 116, 116, 134, 154, 167, 190, 204, 217]","[92, 92, 92, 102, 132, 122, 132, 152, 165, 184, 225, 225, 225]"
730159,"The basal cell nevus syndrome is characterized by multiple basal cell nevi and basal cell carcinoma, cysts of the jaw, anomalies of ribs and spine, abnormal calcifications, and additional anomalies of the facial skull. A German family is described with manifestations of the syndrome in the mother and her three daughters. Expressivity was variable, in part due to age effects. The observation conforms to the assumed autosomal dominant mode of inheritance with high penetrance.","['basal cell nevus syndrome', 'basal cell nevus', 'multiple basal cell nevi', 'basal cell nevi', 'basal cell carcinoma', 'cysts of the jaw', 'anomalies of ribs', 'anomalies of ribs and spine', 'abnormal calcifications', 'anomalies of the facial', 'variable', 'autosomal dominant mode of inheritance', 'autosomal dominant', 'dominant', 'mode of inheritance']","['0002671', '0002671', '0001054', '0002671', '0002671', '0010603', '0000772', '0000925', '0004348', '0000271', '0003813', '0000006', '0000006', '0000006', '0000005']","[4, 4, 50, 59, 79, 101, 119, 119, 148, 188, 340, 418, 418, 428, 437]","[29, 20, 74, 74, 99, 117, 136, 146, 171, 211, 348, 456, 436, 436, 456]"
7319144,"Nine children with the ""happy puppet"" syndrome are presented here and 19 previously reported cases are reviewed. A characteristic psychological profile is suggested by the children's ""unfocused"" activities and inconsistent responsiveness to their surroundings. Behavioral characteristics are atypical for mental age and do not appear to represent unusual seizure equivalents. Recognition of such non-adaptive behavior may be of importance in selecting specific treatment and management techniques to modify the characteristics of this syndrome at an early age.","['happy puppet', '""unfocused"" activities', 'Behavioral characteristics', 'seizure', 'non-adaptive behavior', 'early age']","['0100024', '0000708', '0000708', '0001250', '0000708', '0003593']","[24, 183, 261, 355, 396, 550]","[36, 205, 287, 362, 417, 559]"
7417945,Four patients representing four generations of one family suffered from the multiple nevoid basal cell carcinoma syndrome. These cases are described and the importance of examination and careful supervision of the progeny of such patients is discussed. A unique finding in this series was a large congenital lung cyst occupying the left thoracic cavity of 1 patient.,"['multiple nevoid', 'basal cell carcinoma', 'congenital lung cyst', 'lung cyst']","['0001054', '0002671', '0006540', '0005948']","[76, 92, 297, 308]","[91, 112, 317, 317]"
7446562,"We report on a 32-year-old Italian man, his 5-year-old daughter, and his 3 1/2-year-old son, all of whom had congenital joint contractures. Each has severe ulnar deviation of fingers and soft-tissue contractures of both hands; and each had bilateral clubfeet at birth. The father is short in stature, as are the children, who also have delayed carpal ossification. The findings in this family suggest autosomal-dominant inheritance of the condition. The clinical features are consistent with the condition currently referred to as ""distal"" arthrogryposis.","['congenital joint contractures', 'joint contractures', 'contractures', 'ulnar deviation of fingers', 'ulnar deviation', 'contractures of both hands', 'contractures', 'bilateral clubfeet', 'clubfeet', 'short in stature', 'delayed carpal ossification', 'autosomal-dominant inheritance', 'dominant inheritance', 'dominant', '""distal"" arthrogryposis', 'arthrogryposis']","['0002803', '0001371', '0001371', '0009465', '0001193', '0006096', '0001371', '0001776', '0001762', '0001509', '0001216', '0000006', '0000006', '0000006', '0005684', '0001390']","[109, 120, 126, 156, 156, 199, 199, 240, 250, 283, 336, 401, 411, 411, 531, 540]","[138, 138, 138, 182, 171, 225, 211, 258, 258, 299, 363, 431, 431, 419, 554, 554]"
7450780,"Two siblings with the ""happy puppet"" syndrome are presented. Their clinical features are quite similar and closely resemble those of previously reported cases. These features include severe mental retardation, epileptic seizures, easily provoked and prolonged paroxysms of laughter, atactic jerky movements, hypotonia, large mandible with prognathia, and 2-3 cps spike and wave activity in the EEG. The occurrence of this syndrome in the two siblings suggests a genetic etiology possible as an autosomal recessive trait.","['happy puppet', 'severe mental retardation', 'mental retardation', 'retardation', 'epileptic seizures', 'seizures', 'easily provoked and prolonged paroxysms of laughter', 'paroxysms of laughter', 'laughter', 'atactic jerky movements', 'jerky movements', 'hypotonia', 'large mandible', 'mandible with prognathia', 'prognathia', '2-3 cps spike and wave activity in the EEG', 'autosomal recessive']","['0100024', '0002187', '0001249', '0001249', '0002133', '0001250', '0000749', '0000749', '0000748', '0001251', '0007087', '0001252', '0000303', '0000303', '0000303', '0010848', '0000007']","[23, 183, 190, 197, 210, 220, 230, 260, 273, 283, 291, 308, 319, 325, 339, 355, 494]","[35, 208, 208, 208, 228, 228, 281, 281, 281, 306, 306, 317, 333, 349, 349, 397, 513]"
7468659,"Nineteen of 421 white children in Montreal schools for the deaf had preauricular pits. The branchio-oto-renal (BOR syndrome was identified in four of the nine families who agreed to family investigation, including audiograms and intravenous pyelograms (IVPs) and may have been present in several others. The penetrance of this autosomal dominant syndrome appears to be high. It is estimated that severe renal dysplasia occurs in about 6% of heterozygotes. The presence of a preauricular pit at birth suggests that the child has at least one chance in 200 of severe hearing loss, and this warrants a careful family history, as well as alertness for any signs of hearing impairment. Offspring of affected individuals are eligible for parental diagnosis of renal dysplasia.","['deaf', 'preauricular pits', 'pits', 'autosomal dominant', 'dominant', 'renal dysplasia', 'preauricular pit', 'hearing loss', 'hearing impairment', 'renal dysplasia']","['0000404', '0004467', '0004467', '0000006', '0000006', '0000110', '0004467', '0000365', '0000365', '0000110']","[59, 68, 81, 327, 337, 403, 474, 565, 661, 754]","[63, 85, 85, 345, 345, 418, 490, 577, 679, 769]"
7485365,"To evaluate the ocular abnormalities in patients with clinically diagnosed neurofibromatosis 2 and asymptomatic gene carriers.

Probands were ascertained through a surgical otolaryngology practice. In a cross-sectional study, we examined 49 patients with neurofibromatosis 2, 30 offspring of patients, and, as a comparison group, 18 parents and siblings of patients with sporadic neurofibromatosis 2. The examination included a complete neuro-ophthalmic assessment, physical examination, and, for patients and first-degree relatives at risk, cranial and spinal magnetic resonance imaging with gadolinium enhancement, if not previously performed.

The most common ocular abnormalities were posterior subcapsular or capsular, cortical, or mixed lens opacities in 33 (67%) of 49 patients with neurofibromatosis 2 and retinal hamartomas in 11 (22%). We used segregation analysis to determine the mutation carrier status of six at-risk offspring who were 30 years old or younger in two multigeneration families. Three asymptomatic mutation carriers had cataracts, whereas those who were predicted not to carry the mutation did not have cataracts. Asymptomatic mutation carriers may have developmental abnormalities of the eye that are detectable in childhood or adolescence, a finding that may assist in early diagnosis of the disease.

A variety of ocular abnormalities are present in neurofibromatosis 2, including cataracts, retinal hamartomas, and ocular motor deficits. Many of these are developmental or acquired early in life and may assist in presymptomatic diagnosis. For screening at-risk relatives of patients with neurofibromatosis 2, the types of cataract that are most suggestive of neurofibromatosis 2 are plaque-like posterior subcapsular or capsular cataract and cortical cataract with onset under the age of 30 years.","['ocular abnormalities', 'neurofibromatosis', 'neurofibromatosis', 'sporadic', 'neurofibromatosis', 'ocular abnormalities', 'posterior subcapsular or capsular, cortical, or mixed lens opacities', 'capsular, cortical, or mixed lens opacities', 'cortical, or mixed lens opacities', 'lens opacities', 'neurofibromatosis', 'retinal hamartomas', 'cataracts', 'cataracts', 'developmental abnormalities', 'abnormalities of the eye', 'childhood', 'adolescence', 'ocular abnormalities', 'neurofibromatosis', 'cataracts', 'retinal hamartomas', 'ocular motor deficits', 'neurofibromatosis', 'cataract', 'neurofibromatosis', 'posterior subcapsular or capsular cataract', 'capsular cataract', 'cataract', 'cortical cataract', 'cataract']","['0000284', '0006746', '0006746', '0003745', '0006746', '0000284', '0007787', '0100020', '0100019', '0000518', '0006746', '0009594', '0000518', '0000518', '0001263', '0000478', '0011463', '0011462', '0000284', '0006746', '0000518', '0009594', '0006860', '0006746', '0000518', '0006746', '0007787', '0100017', '0000518', '0100019', '0000518']","[16, 75, 255, 371, 380, 663, 689, 714, 724, 743, 790, 814, 1048, 1131, 1182, 1196, 1244, 1257, 1345, 1381, 1412, 1423, 1447, 1621, 1655, 1692, 1728, 1753, 1762, 1775, 1784]","[36, 92, 272, 379, 397, 683, 757, 757, 757, 757, 807, 832, 1057, 1140, 1209, 1220, 1253, 1268, 1365, 1398, 1421, 1441, 1468, 1638, 1663, 1709, 1770, 1770, 1770, 1792, 1792]"
