,file,text,HPO_symptoms,HPO_code
116,3674117,"Deletions, duplications, and rearrangements of the long arm of chromosome 15 are frequently associated with the clinical diagnosis of Prader-Willi syndrome. However, other clinical entities have also been associated with similar, if not identical, cytogenetic defects, arguing for the clinical heterogeneity associated with abnormalities in this region of chromosome 15. We present 3 patients who appear to have deletions in 15q11-15q12, as described in many patients with Prader-Willi syndrome; however, none of these patients has classic clinical features of Prader-Willi syndrome. The first patient is a child with Williams syndrome, the second is Angelus syndrome (Happy puppet), and the third is a child with childhood hypotonia, obesity, and developmental delay, but who does not meet specific diagnostic criteria for Prader-Willi syndrome. It is proposed that different molecular abnormalities involving specific points or segments along the long arm of chromosome 15 can explain the clinical diversity observed between these and other patients.","['clinical heterogeneity.', 'heterogeneity', 'childhood hypotonia.', 'hypotonia', 'childhood', 'obesity', 'developmental delay']","['0003812', '0001425', '0001319', '0001252', '0003576', '0001513', '0001263']"
117,3688021,"Two unrelated women, 15 and 5 years of age, respectively, were cytogenetically studied for severe mental retardation, seizures, and ataxia-like incoordination. A similar deletion of the proximal long arm of chromosome 15 was found in both patients. The re-evaluation does not show voracious appetite or obesity; normal size of hands and feet, minimal to no hypotonia due to history or exploration and facial features not typical of Prader-Willi syndrome. However, the girls' facial appearance was similar to each other with mild hypertelorism. The similarity of these girls and the dissimilarity with Prader-Willi syndrome suggest a different syndrome, perhaps the result of deletion of a different 15q segment. Findings of frequent, unprovoked, prolonged ataxic movements of laughter and facial appearance are more consistent with the diagnosis of Angelus syndrome.","['severe mental retardation.', 'mental retardation.', 'seizures', 'ataxia', 'coordination', 'voracious appetite.', 'obesity', 'hypotonia', 'facial appearance.', 'hypertelorism', 'ataxic', 'ataxic-like movements.', 'frequent, unprovoked and prolonged episodes of laughter.', 'laughter', 'facial appearance.']","['0002187', '0001249', '0001250', '0001251', '0002311', '0002591', '0001513', '0001252', '0001999', '0000316', '0001251', '0001251', '0000749', '0000748', '0001999']"
118,3740720,"Oto-renal syndrome dysplasia, often called BOR syndrome, in its full expression consists of conductive, sensorineural, or mixed hearing loss; preauricular fossae; atrial deformity; cervical sinuses, cysts or fistulas; and kidney malformations. The condition is inherited in an autosomal dominant mode. The findings in three affected families are described, and pertinent genetic and clinical aspects are discussed. The potential severity of kidney and hearing malformations emphasizes the importance of early recognition of this syndrome.","['renal dysplasia.', 'hearing loss',' conductive hearing loss', 'conductive, sensorineural or mixed hearing loss.', 'conductive, sensorineural hearing loss',' preauricular pits. ',' pits', 'sinuses lateral cervical. ',' fistulas', 'renal malformations.', 'autosomal dominant.', 'dominant', 'milie']","['0000110', '0000365', '0000405', '0000410', '0000407', '0004467', '0004467', '0000077', '0009794', '0000792', '0000006', '0000006', '0001056']"
119,3799714,"The family on which this report is based is of interest because it contains individuals with oto-renal syndrome (BOR) who have renal hypoplasia or malformations of the kidney or collection system, including duplication; only branchial and ear abnormalities; and apparent non-penetrability of the syndrome. This report provides evidence supporting the hypothesis that in some families variable expressivity includes duplication of the urinary collection system in individuals with other manifestations of BOR syndrome, as well as individuals with branchial and ear abnormalities who have apparently normal kidneys.","['renal hypoplasia.', 'kidney malformations or collection system.', 'kidney malformations or collection system including duplication.', 'renal malformations.', 'branchial', 'ear abnormalities.', 'no penetrance. ',' variable ',' variable expressivity. ',' duplication of the urinary collection system. ',' branchial and ear abnormalities. ',' ear abnormalities. ']","['0000089', '0004742', '0000081', '0000792', '0009794', '0000598', '0003829', '0003813', '0003828', '0000081', '0009794', '0000598']"
120,391043,"Short stature may be a component of brachydactyly C syndrome. A family is presented in which the proposition has brachydactyly C, short stature, and hip dysplasia.","['Short stature.', 'Brachydactyly C', 'brachydactyly', 'brachydactyly C', 'brachydactyly', 'short stature.', 'Hip dysplasia.']","['0004322', '0009373', '0001156', '0009373', '0001156', '0004322', '0001385']"
121,3943073,"Six patients with typical characteristics of multiple basal cell nevus syndrome were studied cytogenetically, using Prometaphase G bands and C band. Three patients were from one family and the others were sporadic cases. No cytogenetic marker of the disease was identified using these techniques.","['basal cell nevus syndrome.', 'basal cell nevus.', 'sporadic', 'sporadic cases.']","['0002671', '0002671', '0003745', '0003745']"
122,4006277,"Oto-renal syndrome (BOR) is an evolutionary complex that occurs with various combinations of atrial fossae, branchial cleft cysts, deafness, and kidney abnormalities, which is inherited as an autosomal dominant trait. This article describes a father and 2 children with BOR syndrome in whom gustatory lacrimation (GL) was also observed in 2 of them. GL is considered to be a rare, non-hereditary type of innervation of the cranial end organ. Since lacrimal stenosis, which can clinically simulate GL, is also a feature of BOR syndrome, future reports require tear reflex and tube patency tests to define this variation in the BOR phenotype.","['auditory pits', 'pits', 'branchial', 'branchial cleft cysts.', 'branchial cleft.', 'deafness', 'renal abnormalities.', 'autosomal dominant.', 'autosomal dominant trait.' , 'dominant', 'dominant trait.', 'gustatory lacrimation.', 'innervation of the extreme cranial organ.', 'lacrimal stenosis.']","['0004467', '0004467', '0009794', '0009796', '0009794', '0000404', '0000077', '0000006', '0000006', '0000006', '0000006', '0100274', '0001291', '0007925']"
123,509397,"We reviewed a series of 36 patients with Basal Cell Nevus Syndrome treated at the Roswell Park Memorial Institute between 1950 and 1978. A series of disastrous complications occurred among these patients. It is an uncontrolled basal cell epithelioma of the face causing death by direct brain invasion through the orbit, paralysis of the facial nerve, two bilateral and two unilateral ocular enucleations, and several severe facial mutilations in young patients. Three patients who developed severe bradycardia and hypotension during induction of general anesthesia required postponement of the planned operation, and one patient with congenital hemiparesis who was found to have an absent internal carotid artery in the investigation. A review of the syndrome complex with a recognition and management plan is presented.","['Basal cell nevus.', 'Basal cell epithelioma.', 'Basal cell epithelioma of the face.', 'Facial nerve palsy.', 'Ocular enucleations.', 'Facial mutilations.', 'Young people', 'Patients young ',' bradycardia ',' hypotension ',' congenital hemiparesis. ',' hemiparesis', 'absent internal carotid artery.']","['0002671', '0002671', '0000271', '0002008', '0000478', '0000271', '0003593', '0003593', '0001662', '0002615', '0001269', '0001269', '0005290']"
124,6261046,"17-year-old girl presenting an enlarged cardiac silhouette on routine chest radiography. Following clinical evaluation, echocardiography and pericardiocentesis failed to diagnose, exploratory thoracotomy and biopsy revealed an unresectable left ventricular fibroid. The tumor continued to expand and began to cause ventricular arrhythmias. Therefore, a heart transplant was performed 2 years after the initial diagnosis. He currently lives well 18 months after the transplant.","['enlarged cardiac silhouette.', 'left ventricular fibroma.', 'tumor', 'ventricular arrhythmia.']","['0001627', '0010617', '0002664', '0004308']"
125,6631421,"A 12-year-old girl, referred to our environment for obesity and hip-epiphysiolysis, presented signs of mental retardation and bilateral thumb ankylosis. The fact that the mother was also affected by both signs led to more detailed genetic research. The latter revealed that not only the daughter, the mother, but also her own mother and may be, the patient's sister, great mother and great-aunt had delayed, mild Dismorphia, type A brachydactyly, signs of obesity and an identical ankylosis of both thumbs. This vertical inheritance, which apparently affects women but is not associated with a high abortion rate, appears to have never been reported. The characteristics of this family are being considered and discussed.","['youth', 'obesity', 'hip-epiphysiolysis.', 'mental retardation.', 'thumb ankylosis.', 'retardation', 'mild dysmorphia.', 'type A brachydactyly,', 'obesity', 'ankylosis of both thumbs.']","['0003593', '0001513', '0006461', '0001249', '0001172', '0001249', '0004675', '0009370', '0001513', '0001172']"
