OMIM ID,Disease,Protein Associated
601419,"Myopathy, desmin-related, cardioskeletal",DES
606070,"Myopathy, distal 2",MATR3
606768,"Myopathy, distal, with anterior tibial onset",DYSF
611705,"Myopathy, early-onset, with fatal cardiomyopathy",TTN
613076,"Myopathy, mitochondrial progressive, with congenital cataract, hearing loss, and developmental delay",GFER
612954,"Myopathy, myofibrillar, BAG3-related",BAG3
609524,"Myopathy, myofibrillar, filamin C-related",FLNC
609452,"Myopathy, myofibrillar, ZASP-related",LDB3
608358,"Myopathy, myosin storage",MYH7
161800,"Myopathy, nemaline, 3",ACTA1
603689,"Myopathy, proximal, with early respiratory muscle involvement",TTN
300718,"Myopathy, reducing body, X-linked, childhood-onset",FHL1
300717,"Myopathy, reducing body, X-linked, severe early-onset",FHL1
182920,"Myopathy, spheroid body",TTID
300696,"Myopathy, X-linked, with postural muscle atrophy",FHL1
255600,"Myosclerosis, congenital",COL6A2
609200,Myotilinopathy,TTID
608390,"Myotonia congenita, atypical, acetazolamide-responsive",SCN4A
160800,"Myotonia congenita, dominant",CLCN1
255700,"Myotonia congenita, recessive",CLCN1
160900,Myotonic dystrophy,DMPK
602668,"Myotonic dystrophy, type 2",ZNF9
310400,"Myotubular myopathy, X-linked",MTM1
613488,Myxoid liposarcoma,DDIT3
255960,"Myxoma, intracardiac",PRKAR1A
310465,N syndrome,POLA
237310,N-Acetylglutamate synthase deficiency,NAGS
161000,Naegeli–Franceschetti–Jadassohn syndrome,KRT14
161200,Nail–patella syndrome,LMX1B
302350,Nance–Horan syndrome,NHS
161400,Narcolepsy 1,HCRT
607107,Nasopharyngeal carcinoma,TP53
221770,Nasu–Hakola disease,TREM2
221770,Nasu–Hakola disease,TYROBP
601214,Naxos disease,JUP
609284,"Nemaline myopathy 1, autosomal dominant",TPM3
256030,"Nemaline myopathy 2, autosomal recessive",NEB
610687,Nemaline myopathy 7,CFL2
609285,Nemaline myopathy,TPM2
605355,"Nemaline myopathy, Amish type",TNNT1
300539,Nephrogenic syndrome of inappropriate antidiuresis,AVPR2
310468,"Nephrolithiasis, type I",CLCN5
612286,"Nephrolithiasis/osteoporosis, hypophosphatemic, 1",SLC34A1
612287,"Nephrolithiasis/osteoporosis, hypophosphatemic, 2",SLC9A3R1
256100,"Nephronophthisis 1, juvenile",NPHP1
602088,"Nephronophthisis 2, infantile",INVS
604387,Nephronophthisis 3,NPHP3
606966,Nephronophthisis 4,NPHP4
611498,Nephronophthisis 7,GLIS2
609057,Nephropathy with pretibial epidermolysis bullosa and deafness,CD151
609049,"Nephrosis, congenital, with or without ocular abnormalities",LAMB2
256300,"Nephrotic syndrome, type 1",NPHS1
600995,"Nephrotic syndrome, type 2",PDCN
610725,"Nephrotic syndrome, type 3",PLCE1
256370,"Nephrotic syndrome, type 4",WT1
256500,Netherton syndrome,SPINK5
182940,Neural tube defect,VANGL1
256700,Neuroblastoma,NME1
613068,Neurodegeneration due to cerebral folate transport deficiency,FOLR1
234200,Neurodegeneration with brain iron accumulation 1,PANK2
610217,Neurodegeneration with brain iron accumulation 2B,PLA2G6
606159,Neurodegeneration with brain iron accumulation 3,FTL
612219,Neuroepithelioma,EWSR1
162210,"Neurofibromatosis, familial spinal",NF1
162200,Neurofibromatosis type 1,NF1
101000,Neurofibromatosis type 2,NF2
601321,Neurofibromatosis-Noonan syndrome,NF1
117000,"Neuromuscular disease, congenital, with uniform type 1 fiber",RYR1
613376,"Neuronopathy, distal hereditary motor, type IIC",HSPB3
604320,"Neuronopathy, distal hereditary motor, type VI",IGHMBP2
605253,"Neuropathy, congenital hypomyelinating, 1",EGR2
605253,"Neuropathy, congenital hypomyelinating",MPZ
158590,"Neuropathy, distal hereditary motor, type IIA",HSPB8
608634,"Neuropathy, distal hereditary motor, type IIB",HSPB1
600794,"Neuropathy, distal hereditary motor, type V",BSCL2
600794,"Neuropathy, distal hereditary motor, type V",GARS
607641,"Neuropathy, distal hereditary motor, type VIIB",DCTN1
162400,"Neuropathy, hereditary sensory and autonomic, type 1",SPTLC1
201300,"Neuropathy, hereditary sensory and autonomic, type II",WNK1
613115,"Neuropathy, hereditary sensory and autonomic, type IIB",FAM134B
608654,"Neuropathy, hereditary sensory and autonomic, type V",NGFB
256840,"Neuropathy, hereditary sensory, with spastic paraplegia",CCT5
613640,"Neuropathy, hereditary sensory/autonomic, type IC",SPTLC2
162500,"Neuropathy, recurrent, with pressure palsies",PMP22
610717,Neutral lipid storage disease with myopathy,PNPLA2
607847,"Neutropenia, nonimmune chronic idiopathic, of adults",GFI1
202700,"Neutropenia, severe congenital, autosomal dominant 1",ELANE
613107,"Neutropenia, severe congenital, autosomal dominant 2",GFI1
610738,"Neutropenia, severe congenital, autosomal recessive 3",HAX1
612541,"Neutropenia, severe congenital, autosomal recessive 4",G6PC3
300299,"Neutropenia, severe congenital, X-linked",WAS
608203,Neutrophil immunodeficiency syndrome,RAC2
162830,"Neutrophilia, hereditary",CSF3R
601451,Nevo syndrome,PLOD
162900,"Nevus, epidermal",PIK3CA
600648,"Nevus, epidermal, epidermolytic hyperkeratotic type",KRT10
162900,"Nevus, keratinocytic, nonepidermolytic",FGFR3
607476,Newfoundland rod-cone dystrophy,RLBP1
257200,"Niemann–Pick disease, type A",SMPD1
607616,"Niemann–Pick disease, type B",SMPD1
257220,"Niemann–Pick disease, type C1",NPC1
607625,"Niemann–Pick disease, type C2",NPC2
257220,Niemann–Pick disease type D,NPC1
163500,"Night blindness, congenital stationary, autosomal dominant 2",PDE6B
610444,"Night blindness, congenital stationary, autosomal dominant 3",GNAT1
310500,"Night blindness, congenital stationary, type 1",CSNB1
257270,"Night blindness, congenital stationary, type 1B",GRM6
610427,"Night blindness, congenital stationary, type 2B",CABP4
613216,"Night blindness, congenital stationary, type IC",TRPM1
300071,"Night blindness, congenital stationary, X-linked, type 2A",CACNA1F
610445,"Night blindness, congenital stationary, autosomal dominant 1",RHO
251260,Nijmegen breakage syndrome,NBS1
613078,Nijmegen breakage syndrome-like disorder,RAD50
605820,Nonaka myopathy,GNE
605027,"Non-Hodgkin lymphoma, somatic",CASP10
211980,"Nonsmall cell lung cancer, response to tyrosine kinase inhibitor in",EGFR
211980,"Nonsmall cell lung cancer, somatic",IRF1
211980,"Nonsmall cell lung cancer, somatic",PIK3CA
163950,Noonan syndrome 1,PTPN11
609942,Noonan syndrome 3,KRAS
610733,Noonan syndrome 4,SOS1
611553,Noonan syndrome 5,RAF1
613224,Noonan syndrome 6,NRAS
607721,Noonan-like syndrome with loose anagen hair,SHOC2
310600,Norrie disease,NDP
245900,Norum disease,LCAT
310700,"Nystagmus 1, congenital, X-linked",FRMD7
300814,"Nystagmus 6, congenital, X-linked",GPR143
600955,Obesity with impaired prohormone processing,PCSK1
609734,"Obesity, adrenal insufficiency, and red hair due to POMC deficiency",POMC
601665,"Obesity, autosomal dominant",MC4R
601665,"Obesity, mild, early-onset",NR0B2
601665,"Obesity, severe",PPARG
601665,"Obesity, severe",SIM1
304150,Occipital horn syndrome,ATP7A
300500,"Ocular albinism, type I, Nettleship-Falls type",GPR143
612109,Oculoauricular syndrome,HMX1
606574,"Oculocutaneous albinism, type IV",SLC45A2
164200,Oculodentodigital dysplasia,GJA1
257850,"Oculodentodigital dysplasia, autosomal recessive",GJA1
164300,Oculopharyngeal muscular dystrophy,PABPN1
146300,Odontohypophosphatasia,ALPL
257980,Odontoonychodermal dysplasia,WNT10A
300855,Ogden syndrome,NAA10
258100,Oguchi disease-1,SAG
613411,Oguchi disease-2,GRK1
166210,OI type II,COL1A1
259420,OI type III,COL1A1
166220,OI type IV,COL1A1
608615,Oligodontia-colorectal cancer syndrome,AXIN2
603554,Omenn syndrome,DCLRE1C
603554,Omenn syndrome,RAG1
603554,Omenn syndrome,RAG2
258315,Omodysplasia 1,GPC6
300000,"Opitz G syndrome, type I",MID1
305450,Opitz–Kaveggia syndrome,MED12
609535,Opremazole poor metabolizer,CYP2C
165500,Optic atrophy 1,OPA1
165300,Optic atrophy and cataract,OPA3
125250,Optic atrophy and deafness,OPA1
612989,Optic atrophy-7,TMEM126A
120330,Optic nerve coloboma with renal disease,PAX2
206900,Optic nerve hypoplasia and abnormalities of the central nervous system,SOX2
165550,Optic nerve hypoplasia,PAX6
311200,Oral-facial-digital syndrome 1,OFD1
311250,Ornithine transcarbamylase deficiency,OTC
600625,Orofacial cleft 11,BMP4
608874,Orofacial cleft 5,MSX1
608864,Orofacial cleft 6,IRF6
225060,Orofacial cleft 7,HVEC
129400,Orofacial cleft 8,TP63
604715,Orthostatic intolerance,SLC6A2
166350,"Osseous heteroplasia, progressive",GNAS
602475,Ossification of posterior longitudinal ligament of spine,ENPP1
604864,Osteoarthritis with mild chondrodysplasia,COL2A1
165800,"Osteochondritis dissecans, short stature, and early-onset osteoarthritis",ACAN
166200,"Osteogenesis imperfecta, type I",COL1A1
166210,"Osteogenesis imperfecta, type II",COL1A2
610854,"Osteogenesis imperfecta, type IIB",CRTAP
259420,"Osteogenesis imperfecta, type III",COL1A2
166220,"Osteogenesis imperfecta, type IV",COL1A2
259440,"Osteogenesis imperfecta, type IX",PPIB
610698,"Osteogenesis imperfecta, type VI",FKBP10
610682,"Osteogenesis imperfecta, type VII",CRTAP
610915,"Osteogenesis imperfecta, type VIII",LEPRE1
166250,Osteoglophonic dysplasia,FGFR1
174810,"Osteolysis, familial expansile",TNFRSF11A
300373,Osteopathia striata with cranial sclerosis,FAM123B
607634,"Osteopetrosis, AD type I",LRP5
166600,"Osteopetrosis, autosomal dominant 2",CLCN7
259710,"Osteopetrosis, autosomal recessive 2",TNFSF11
259730,"Osteopetrosis, autosomal recessive 3, with renal tubular acidosis",CA2
611490,"Osteopetrosis, autosomal recessive 4",CLCN7
259720,"Osteopetrosis, autosomal recessive 5",OSTM1
611497,"Osteopetrosis, autosomal recessive 6",PLEKHM1
612301,"Osteopetrosis, autosomal recessive 7",TNFRSF11A
259700,"Osteopetrosis, recessive 1",TCIRG1
166700,Osteopoikilosis,LEMD3
166710,"Osteoporosis, involutional",VDR
259770,Osteoporosis-pseudoglioma syndrome,LRP5
259500,Osteosarcoma,LOH18CR1
259500,Osteosarcoma,RB1
259500,Osteosarcoma,TP53
259500,"Osteosarcoma, somatic",CHEK2
144750,Osteosclerosis,LRP5
166780,Otofaciocervical syndrome,EYA1
311300,"Otopalatodigital syndrome, type I",FLNA
304120,"Otopalatodigital syndrome, type II",FLNA
215150,Otospondylomegaepiphyseal dysplasia,COL11A2
167000,Ovarian cancer,CTNNB1
604370,"Ovarian cancer, somatic",AKT1
604370,"Ovarian cancer, somatic",PIK3CA
233300,Ovarian dysgenesis 1,FSHR
300510,Ovarian dysgenesis 2,BMP15
608115,Ovarian hyperstimulation syndrome,FSHR
276400,Ovarian response to FSH stimulation,FSHR
603896,Ovarioleukodystrophy,EIF2B2
603896,Ovarioleukodystrophy,EIF2B4
603896,Ovarioleukodystrophy,EIF2B5
167210,Pachyonychia congenita Jackson Lawler type,KRT17
167210,Pachyonychia congenita Jackson Lawler type,KRT6B
167200,"Pachyonychia congenita, Jadassohn-Lewandowsky type",KRT16
167200,"Pachyonychia congenita, Jadassohn-Lewandowsky type",KRT6A
602080,Paget disease of bone,PDB4
602080,Paget disease of bone,SQSTM1
602080,Paget disease of bone,TNFRSF11A
239000,"Paget disease, juvenile",TNFRSF11B
146510,Pallister–Hall syndrome,GLI3
610644,Palmoplantar hyperkeratosis and true hermaphroditism,RSPO1
610644,Palmoplantar hyperkeratosis with squamous cell carcinoma of skin and sex reversal,RSPO1
600962,"Palmoplantar keratoderma, nonepidermolytic",KRT16
613000,"Palmoplantar keratoderma, nonepidermolytic, focal",KRT16
144200,"Palmoplantar verrucous nevus, unilateral",KRT16
260370,Pancreatic agenesis,IPF1
260350,Pancreatic cancer,TP53
613347,Pancreatic cancer,BRCA2
606719,Pancreatic cancer/melanoma syndrome,CDKN2A
260350,"Pancreatic carcinoma, somatic",KRAS
167800,"Pancreatitis, hereditary",PRSS1
167800,"Pancreatitis, hereditary",SPINK1
312000,"Panhypopituitarism, X-linked",SOX3
245000,Papillon–Lefèvre syndrome,CTSC
606864,Paraganglioma and gastric stromal sarcoma,SDHB
606864,Paraganglioma and gastric stromal sarcoma,SDHC
606864,Paraganglioma and gastric stromal sarcoma,SDHD
115310,"Paraganglioma, familial chromaffin, 4",SDHB
601650,Paragangliomas 2,SDHAF2
168000,"Paragangliomas, familial nonchromaffin, 1, with or without deafness",SDHD
605373,"Paragangliomas, familial nonchromaffin, 3",SDHC
168300,Paramyotonia congenita,SCN4A
145001,Parathyroid adenoma with cystic changes,HRPT2
608266,Parathyroid carcinoma,HRPT2
168500,Parietal foramina 1,MSX2
609597,Parietal foramina 2,ALX4
168550,Parietal foramina with cleidocranial dysplasia,MSX2
608355,Parkes Weber syndrome,RASA1
607688,Parkinson disease 11,GIGYF2
610297,Parkinson disease 13,HTRA2
260300,"Parkinson disease 15, autosomal recessive",FBXO7
605543,Parkinson disease 4,SNCA
605909,"Parkinson disease 6, early onset",PINK1
606324,"Parkinson disease 7, autosomal recessive early-onset",DJ1
606693,Parkinson disease 9,ATP13A2
600116,"Parkinson disease, juvenile, type 2",PRKN
607060,Parkinson disease-8,LRRK2
613135,"Parkinsonism-dystonia, infantile",SLC6A3
167400,Paroxysmal extreme pain disorder,SCN9A
300818,"Paroxysmal nocturnal hemoglobinuria, somatic",PIGA
118800,Paroxysmal nonkinesigenic dyskinesia,MR1
309510,Partington syndrome,ARX
609136,PCWH syndrome,SOX10
609796,"Peeling skin syndrome, acral type",TGM5
169400,Pelger–Huët anomaly,LBR
312080,Pelizaeus–Merzbacher disease,PLP1
274600,Pendred syndrome,SLC26A4
260800,Pentosuria,DCXR
142680,"Periodic fever, familial",TNFRSF1A
170650,"Periodontitis, juvenile",CTSC
608097,Periventricular heterotopia with microcephaly,ARFGEF2
264470,Peroxisomal acyl-CoA oxidase deficiency,ACOX1
168605,Perry syndrome,DCTN1
261550,"Persistent Mullerian duct syndrome, type I",AMH
261550,"Persistent Mullerian duct syndrome, type II",AMHR2
217095,Persistent truncus arteriosus,NKX2-6
604229,Peters anomaly,CYP1B1
604229,Peters anomaly,PAX6
604229,Peters anomaly,PITX2
261540,Peters-plus syndrome,B3GALTL
175200,Peutz–Jeghers syndrome,STK11
101600,Pfeiffer syndrome,FGFR1
101600,Pfeiffer syndrome,FGFR2
261600,Phenylketonuria,PAH
171300,Pheochromocytoma,KIF1B
171300,Pheochromocytoma,RET
171300,Pheochromocytoma,SDHB
171300,Pheochromocytoma,SDHD
171300,Pheochromocytoma,VHL
601815,Phosphoglycerate dehydrogenase deficiency,PHGDH
300653,Phosphoglycerate kinase 1 deficiency,PGK1
300661,Phosphoribosylpyrophosphate synthetase superactivity,PRPS1
261750,"Phosphorylase kinase deficiency of liver and muscle, autosomal recessive",PHKB
610992,Phosphoserine aminotransferase deficiency,PSAT1
172700,Pick disease,MAPT
172700,Pick disease,PSEN1
172800,Piebaldism,SNAI2
609049,Pierson syndrome,LAMB2
610489,"Pigmented adrenocortical disease, primary, 1",PRKAR1A
610475,"Pigmented nodular adrenocortical disease, primary, 2",PDE11A
172870,Pigmented paravenous chorioretinal atrophy,CRB1
132600,Pilomatricoma,CTNNB1
610042,Pitt–Hopkins-like syndrome 1,CNTNAP2
610954,Pitt–Hopkins syndrome,TCF4
219090,"Pituitary adenoma, ACTH-secreting",AIP
102200,"Pituitary adenoma, growth hormone-secreting",AIP
600634,"Pituitary adenoma, prolactin-secreting",AIP
613038,"Pituitary hormone deficiency, combined, 1",POU1F1
262600,"Pituitary hormone deficiency, combined, 2",PROP1
221750,"Pituitary hormone deficiency, combined, 3",LHX3
262700,"Pituitary hormone deficiency, combined, 4",LHX4
182230,"Pituitary hormone deficiency, combined, 5",HESX1
144200,"Plamoplantar keratoderma, epidermolytic",KRT1
613329,"Plasminogen activator inhibitor, type I",PAI1
601399,"Platelet disorder, familial, with associated myeloid malignancy",RUNX1
608404,Platelet glycoprotein IV deficiency,CD36
601200,Pleuropulmonary blastoma,DICER1
173600,"Pneumothorax, primary spontaneous",FLCN
604173,Poikiloderma with neutropenia,C16orf57
263200,Polycystic kidney and hepatic disease,FCYT
613095,Polycystic kidney disease 2,PKD2
173900,"Polycystic kidney disease, adult type I",PKD1
174050,Polycystic liver disease,PRKCSH
174050,Polycystic liver disease,SEC63
184700,Polycystic ovary syndrome,FST
263300,Polycythemia vera,JAK2
263400,"Polycythemia, benign familial",VHL
174200,"Polydactyly, postaxial, types A1 and B",GLI3
174500,"Polydactyly, preaxial type II",LMBR1
174700,"Polydactyly, preaxial, type IV",GLI3
611087,"Polyhydramnios, megalencephaly, and symptomatic epilepsy",STRADA
613180,Polymicrogyria with optic nerve hypoplasia,TUBA8
610031,"Polymicrogyria, asymmetric",TUBB2B
606854,"Polymicrogyria, bilateral frontoparietal",GPR56
610069,"Polyposis syndrome, hereditary mixed, 2",BMPR1A
174900,"Polyposis, juvenile intestinal",BMPR1A
174900,"Polyposis, juvenile intestinal",MADH4
607596,Pontocerebellar hypoplasia type 1,VRK1
277470,Pontocerebellar hypoplasia type 2A,TSEN54
612389,Pontocerebellar hypoplasia type 2B,TSEN2
612390,Pontocerebellar hypoplasia type 2C,TSEN34
225753,Pontocerebellar hypoplasia type 4,TSEN54
611523,"Pontocerebellar hypoplasia, type 6",RARS2
119500,Popliteal pterygium syndrome,IRF6
201750,POR deficiency,POR
175780,Porencephaly,COL4A1
175900,"Porokeratosis, disseminated superficial actinic, 1",SART3
176100,Porphyria cutanea tarda,UROD
176200,Porphyria variegata,PPOX
612740,"Porphyria, acute hepatic",ALAD
176000,"Porphyria, acute intermittent",HMBS
176000,"Porphyria, acute intermittent, nonerythroid variant",HMBS
263700,"Porphyria, congenital erythropoietic",UROS
176100,"Porphyria, hepatoerythropoietic",UROD
176270,Prader–Willi syndrome,NDN
176270,Prader–Willi syndrome,SNRPN
176400,"Precocious puberty, central",KISS1R
176410,"Precocious puberty, male",LHCGR
606858,Premature chromosome condensation with microcephaly and mental retardation,MCPH1
300604,Premature ovarian failure 2B,FLJ22792
608996,Premature ovarian failure 3,FOXL2
300510,Premature ovarian failure 4,BMP15
611548,Premature ovarian failure 5,NOBOX
612310,Premature ovarian failure 6,FIGLA
612964,Premature ovarian failure 7,NR5A1
300511,Premature ovarian failure,DIAPH2
606353,"Primary lateral sclerosis, juvenile",ALS2
606688,Prion disease with protracted course,PRNP
264080,Progesterone resistance,PGR
609283,Progressive external ophthalmoplegia with mitochondrial DNA deletions 3,SLC25A4
609286,Progressive external ophthalmoplegia with mitochondrial DNA deletions 3,C10orf2
610131,"Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant 4",POLG2
613077,"Progressive external ophthalmoplegia with mitochondrial DNA deletions, autosomal dominant, 5",RRM2B
157640,"Progressive external ophthalmoplegia, autosomal dominant, with or without hypogonadism",POLG
258450,"Progressive external ophthalmoplegia, autosomal recessive",POLG
604559,"Progressive familial heart block, type IB",TRPM4
609535,Proguanil poor metabolizer,CYP2C
170100,Prolidase deficiency,PEPD
225790,Proliferative vasculopathy and hydraencephaly-hydrocephaly syndrome,FLVCR2
312060,"Properdin deficiency, X-linked",PFC
606054,Propionicacidemia,PCCA
606054,Propionicacidemia,PCCB
601518,"Prostate cancer 1, 176807",RNASEL
176807,Prostate cancer,BRCA2
176807,"Prostate cancer, hereditary",MSR1
603688,"Prostate cancer, progression and metastasis of",EPHB2
176807,"Prostate cancer, somatic",KLF6
176807,"Prostate cancer, somatic",MAD1L1
308990,"Proteinuria, low molecular weight, with hypercalciuric nephrocalcinosis",CLCN5
177000,"Protoporphyria, erythropoietic, autosomal dominant",FECH
177000,"Protoporphyria, erythropoietic, autosomal recessive",FECH
300752,"Protoporphyria, erythropoietic, X-linked dominant",ALAS2
300004,Proud syndrome,ARX
177170,Pseudoachondroplasia,COMP
264300,"Pseudohermaphroditism, male, with gynecomastia",HSD17B3
177720,"Pseudohyperkalemia, familial",PIEZO1
177735,"Pseudohypoaldosteronism type I, autosomal dominant",NR3C2
145260,Pseudohypoaldosteronism type II,WNK4
264350,"Pseudohypoaldosteronism, type I",SCNN1A
264350,"Pseudohypoaldosteronism, type I",SCNN1B
264350,"Pseudohypoaldosteronism, type I",SCNN1G
145260,"Pseudohypoaldosteronism, type IIC",WNK1
103580,Pseudohypoparathyroidism Ia,GNAS
603233,Pseudohypoparathyroidism Ib,GNAS
612462,Pseudohypoparathyroidism Ic,GNAS
603233,"Pseudohypoparathyroidism, type IB",GNASAS
603233,"Pseudohypoparathyroidism, type IB",STX16
264600,Pseudovaginal perineoscrotal hypospadias,SRD5A2
264800,Pseudoxanthoma elasticum,ABCC6
177850,"Pseudoxanthoma elasticum, forme fruste",ABCC6
610842,Pseudoxanthoma elasticum-like disorder with multiple coagulation factor deficiency,GGCX
178300,"Ptosis, congenital",ZFHX4
265100,Pulmonary alveolar microlithiasis,SLC34A2
300770,Pulmonary alveolar proteinosis,CSF2RA
178500,"Pulmonary fibrosis, idiopathic",SFTPA2
178600,"Pulmonary hypertension, familial primary",BMPR2
178600,"Pulmonary hypertension, primary",MADH9
178600,"Pulmonary hypertension, primary, fenfluramine-associated",BMPR2
265450,Pulmonary veno occlusive disease,BMPR2
265800,Pycnodysostosis,CTSK
612260,"Pyogenic bacterial infections, recurrent, due to MYD88 deficiency",MYD88
604416,"Pyogenic sterile arthritis, pyoderma gangrenosum, and acne",PSTPIP1
610090,Pyridoxamine 5'-phosphate oxidase deficiency,PNPO
266140,Pyropoikilocytosis,SPTA1
266150,Pyruvate carboxylase deficiency,PC
312170,Pyruvate dehydrogenase deficiency,PDHA1
245348,Pyruvate dehydrogenase E2 deficiency,DLAT
608782,Pyruvate dehydrogenase phosphatase deficiency,PDP1
266200,Pyruvate kinase deficiency,PKLR
262190,Rabson–Mendenhall syndrome,INSR
605432,Radioulnar synostosis with amegakaryocytic thrombocytopenia,HOXA11
259775,Raine syndrome,FAM20C
266280,RAPADILINO syndrome,RECQL4
129400,Rapp–Hodgkin syndrome,TP63
612042,Recombination rate QTL 1,RNF212
266500,Refsum disease,PEX7
266500,Refsum disease,PHYH
266510,"Refsum disease, infantile form",PEX26
266510,"Refsum disease, infantile form",PXMP3
266510,"Refsum disease, infantile",PEX1
191830,Renal adysplasia,UPK3A
191830,Renal agenesis,RET
144700,"Renal carcinoma, chromophobe, somatic",FLCN
144700,Renal cell carcinoma,DIRC2
144700,Renal cell carcinoma,HNF1A
144700,Renal cell carcinoma,RNF139
144700,"Renal cell carcinoma, clear cell, somatic",OGG1
605074,"Renal cell carcinoma, papillary, 1",PRCC
605074,"Renal cell carcinoma, papillary, 1",TFE3
605074,"Renal cell carcinoma, papillary, familial and sporadic",MET
144700,"Renal cell carcinoma, somatic",VHL
137920,Renal cysts and diabetes syndrome,HNF1B
233100,Renal glucosuria,SLC5A2
267300,Renal tubular acidosis with deafness,ATP6B1
179800,"Renal tubular acidosis, distal, AD",SLC4A1
611590,"Renal tubular acidosis, distal, AR",SLC4A1
602722,"Renal tubular acidosis, distal, autosomal recessive",ATP6V0A4
604278,"Renal tubular acidosis, proximal, with ocular abnormalities",SLC4A4
267430,Renal tubular dysgenesis,ACE
267430,Renal tubular dysgenesis,AGT
267430,Renal tubular dysgenesis,AGTR1
267430,Renal tubular dysgenesis,REN
208540,Renal-hepatic-pancreatic dysplasia,NPHP3
309500,Renpenning syndrome,PQBP1
275210,"Restrictive dermopathy, lethal",ZMPSTE24
267500,Reticular dysgenesis,AK2
610024,Retinal cone dystrophy 3,PDE6H
610356,Retinal cone dystrophy 3B,KCNV2
610478,Retinal cone dystrophy 4,CACNA2D4
605670,"Retinal degeneration, late-onset, autosomal dominant",C1QTNF5
248200,"Retinal dystrophy, early-onset severe",ABCA4
613341,"Retinal dystrophy, early-onset severe",LRAT
610359,Retinitis pigmentosa 33,SNRNP200
613464,Retinitis pigmentosa 51,TTC8
613428,Retinitis pigmentosa 54,C2orf71
613575,Retinitis pigmentosa 55,ARL6
613617,Retinitis pigmentosa 58,ZNF513
613194,"Retinitis pigmentosa, concentric",BEST1
608133,"Retinitis pigmentosa, digenic",PRPH2
613341,"Retinitis pigmentosa, juvenile",LRAT
268000,"Retinitis pigmentosa, juvenile, autosomal recessive",SPATA7
268000,"Retinitis pigmentosa, late-onset dominant",CRX
300455,"Retinitis pigmentosa, X-linked, and sinorespiratory infections, with or without deafness",RPGR
180100,Retinitis pigmentosa-1,RP1
180105,Retinitis pigmentosa-10,IMPDH1
600138,Retinitis pigmentosa-11,PRPF31
600105,"Retinitis pigmentosa-12, autosomal recessive",CRB1
600059,Retinitis pigmentosa-13,PRPF8
600132,Retinitis pigmentosa-14,TULP1
600852,Retinitis pigmentosa-17,CA4
601414,Retinitis pigmentosa-18,HPRP3
601718,Retinitis pigmentosa-19,ABCA4
312600,Retinitis pigmentosa-2,RP2
602772,Retinitis pigmentosa-25,EYS
608380,Retinitis pigmentosa-26,CERKL
300029,Retinitis pigmentosa-3,RPGR
607921,Retinitis pigmentosa-30,FSCN2
609923,Retinitis pigmentosa-31,TOPORS
610282,Retinitis pigmentosa-35,SEMA4A
610599,Retinitis pigmentosa-36,PRCD
611131,Retinitis pigmentosa-37,NR2E3
268000,Retinitis pigmentosa-38,MERTK
268000,Retinitis pigmentosa-39,USH2A
612095,Retinitis pigmentosa-41,PROM1
612943,Retinitis pigmentosa-42,KLHL7
268000,Retinitis pigmentosa-45,CNGB1
613194,Retinitis pigmentosa-50,BEST1
608133,Retinitis pigmentosa-7,PRPH2
180104,Retinitis pigmentosa-9,RP9
136880,Retinitis punctata albescens,PRPH2
136880,Retinitis punctata albescens,RLBP1
133780,Retinopathy of prematurity,FZD4
312750,Rett syndrome,MECP2
613454,"Rett syndrome, congenital variant",FOXG1B
312750,"Rett syndrome, preserved speech variant",MECP2
268130,Revesz syndrome,TINF2
613471,Reynolds syndrome,LBR
609322,Rhabdoid predisposition syndrome 1,SMARCB1
613325,Rhabdoid tumor predisposition syndrome 2,SMARCA4
268220,"Rhabdomyosarcoma 2, alveolar",PAX3
268220,"Rhabdomyosarcoma 2, alveolar",PAX7
268210,Rhabdomyosarcoma,SLC22A1L
268220,"Rhabdomyosarcoma, alveolar",FOXO1A
215100,Rhizomelic chondrodysplasia punctata type 1,PEX7
600121,Rhizomelic chondrodysplasia punctata type 3,AGPS
608611,Ribose-5-phosphate isomerase deficiency,RPIA
600081,Rickets due to defect in vitamin D 25-hydroxylation,CYP2R1
277440,"Rickets, vitamin D-resistant, type IIA",VDR
611943,RIDDLE syndrome,RNF168
602482,Rieger or Axenfeld anomalies,FOXC1
180550,Ring dermoid of cornea,PITX2
606072,Rippling muscle disease,CAV3
606072,Rippling muscle disease-1,RMD1
268300,Roberts syndrome,ESCO2
268310,"Robinow syndrome, autosomal recessive",ROR2
300643,"Rolandic epilepsy, mental retardation, and speech dyspraxia",SRPX2
268400,Rothmund–Thomson syndrome,RECQL4
180800,Roussy–Lévy syndrome,MPZ
180800,Roussy–Lévy syndrome,PMP22
180849,Rubenstein-Taybi syndrome,CREBBP
180849,Rubinstein–Taybi syndrome,EP300
268700,Saccharopinuria,AASS
101400,Saethre–Chotzen syndrome with eyelid anomalies,TWIST1
101400,Saethre–Chotzen syndrome,FGFR2
101400,Saethre–Chotzen syndrome,TWIST1
604369,Salla disease,SLC17A5
268800,"Sandhoff disease, infantile, juvenile, and adult forms",HEXB
252900,"Sanfilippo syndrome, type A",SGSH
252920,"Sanfilippo syndrome, type B",NAGLU
252930,"Sanfilippo syndrome, type C",HGSNAT
609464,"Sarcoidosis, early-onset",NOD2
269000,SC phocomelia syndrome,ESCO2
