OMIM ID,Disease,Symptoms from Wikipedia,HPO Codes
601495,Agammaglobulinemia 1,"The presenting feature of hypogammaglobulinemia is usually a clinical history of recurrent, chronic, or atypical infections.  These infections include but are not limited to: bronchitis, ear infections, meningitis, pneumonia, sinus infections, and skin infections.  Such infections can potentially damage organs, leading to severe complications.  Other symptoms of hypogammaglobulinemia include chronic diarrhea and complications from receiving live vaccines.  Certain symptoms of chronic damage may be related to recurrent infection.  For example, shortness of breath, chronic cough, and sputum production may indicate the presence of bronchiectasis.  Sinus pain, nasal discharge, and postnasal drip may indicate the presence of chronic sinusitis.  Diarrhea and steatorrhea may indicate malabsorption.Babies with transient hypogammaglobulinemia (THI) usually become symptomatic 6 to 12 months after birth, with the symptoms usually consisting of frequent ear, sinus, and lung infections.  Other symptoms include respiratory tract infections, food allergies, eczema, urinary tract infections, and intestinal infections.","['HP:0000246', 'HP:0000403', 'HP:0000509', 'HP:0001508', 'HP:0001875', 'HP:0002014', 'HP:0002090', 'HP:0002110', 'HP:0002205', 'HP:0002718', 'HP:0002743', 'HP:0004313', 'HP:0004432', 'HP:0006532', 'HP:0010976', 'HP:0011108', 'HP:0100280']"
613500,Agammaglobulinemia 2,"The presenting feature of hypogammaglobulinemia is usually a clinical history of recurrent, chronic, or atypical infections.  These infections include but are not limited to: bronchitis, ear infections, meningitis, pneumonia, sinus infections, and skin infections.  Such infections can potentially damage organs, leading to severe complications.  Other symptoms of hypogammaglobulinemia include chronic diarrhea and complications from receiving live vaccines.  Certain symptoms of chronic damage may be related to recurrent infection.  For example, shortness of breath, chronic cough, and sputum production may indicate the presence of bronchiectasis.  Sinus pain, nasal discharge, and postnasal drip may indicate the presence of chronic sinusitis.  Diarrhea and steatorrhea may indicate malabsorption.Babies with transient hypogammaglobulinemia (THI) usually become symptomatic 6 to 12 months after birth, with the symptoms usually consisting of frequent ear, sinus, and lung infections.  Other symptoms include respiratory tract infections, food allergies, eczema, urinary tract infections, and intestinal infections.","['HP:0001287', 'HP:0002205', 'HP:0002718', 'HP:0002843', 'HP:0004432', 'HP:0006532']"
613502,Agammaglobulinemia 4,"The presenting feature of hypogammaglobulinemia is usually a clinical history of recurrent, chronic, or atypical infections.  These infections include but are not limited to: bronchitis, ear infections, meningitis, pneumonia, sinus infections, and skin infections.  Such infections can potentially damage organs, leading to severe complications.  Other symptoms of hypogammaglobulinemia include chronic diarrhea and complications from receiving live vaccines.  Certain symptoms of chronic damage may be related to recurrent infection.  For example, shortness of breath, chronic cough, and sputum production may indicate the presence of bronchiectasis.  Sinus pain, nasal discharge, and postnasal drip may indicate the presence of chronic sinusitis.  Diarrhea and steatorrhea may indicate malabsorption.Babies with transient hypogammaglobulinemia (THI) usually become symptomatic 6 to 12 months after birth, with the symptoms usually consisting of frequent ear, sinus, and lung infections.  Other symptoms include respiratory tract infections, food allergies, eczema, urinary tract infections, and intestinal infections.","['HP:0000403', 'HP:0001875', 'HP:0002014', 'HP:0002205', 'HP:0002718', 'HP:0002843', 'HP:0004432', 'HP:0006532', 'HP:0011109']"
613506,Agammaglobulinemia 5,"The presenting feature of hypogammaglobulinemia is usually a clinical history of recurrent, chronic, or atypical infections.  These infections include but are not limited to: bronchitis, ear infections, meningitis, pneumonia, sinus infections, and skin infections.  Such infections can potentially damage organs, leading to severe complications.  Other symptoms of hypogammaglobulinemia include chronic diarrhea and complications from receiving live vaccines.  Certain symptoms of chronic damage may be related to recurrent infection.  For example, shortness of breath, chronic cough, and sputum production may indicate the presence of bronchiectasis.  Sinus pain, nasal discharge, and postnasal drip may indicate the presence of chronic sinusitis.  Diarrhea and steatorrhea may indicate malabsorption.Babies with transient hypogammaglobulinemia (THI) usually become symptomatic 6 to 12 months after birth, with the symptoms usually consisting of frequent ear, sinus, and lung infections.  Other symptoms include respiratory tract infections, food allergies, eczema, urinary tract infections, and intestinal infections.","['HP:0000218', 'HP:0000286', 'HP:0000316', 'HP:0000369', 'HP:0004432']"
307200,Agammaglobulinemia and isolated hormone deficiency,"The presenting feature of hypogammaglobulinemia is usually a clinical history of recurrent, chronic, or atypical infections.  These infections include but are not limited to: bronchitis, ear infections, meningitis, pneumonia, sinus infections, and skin infections.  Such infections can potentially damage organs, leading to severe complications.  Other symptoms of hypogammaglobulinemia include chronic diarrhea and complications from receiving live vaccines.  Certain symptoms of chronic damage may be related to recurrent infection.  For example, shortness of breath, chronic cough, and sputum production may indicate the presence of bronchiectasis.  Sinus pain, nasal discharge, and postnasal drip may indicate the presence of chronic sinusitis.  Diarrhea and steatorrhea may indicate malabsorption.Babies with transient hypogammaglobulinemia (THI) usually become symptomatic 6 to 12 months after birth, with the symptoms usually consisting of frequent ear, sinus, and lung infections.  Other symptoms include respiratory tract infections, food allergies, eczema, urinary tract infections, and intestinal infections.",[]
612718,AGAT deficiency,"As with other cerebral creatine deficiency syndromes, individuals affected with AGAT deficiency are intellectually disabled and can have seizures.  They can often have muscle weakness.  These symptoms are caused by the lack of creatine in skeletal muscles and in the brain.  AGAT deficiency was first identified in 2000, in a pair of sisters aged 4 and 6.  Both sisters had severe intellectual disability.","['HP:0000717', 'HP:0000750', 'HP:0001249', 'HP:0001263', 'HP:0001508', 'HP:0001992', 'HP:0003391', 'HP:0025051']"
225750,"Aicardi–Goutières syndrome 1, dominant and recessive","The initial description of AGS suggested that the disease was always severe, and was associated with unremitting neurological decline, resulting in death in childhood. As more cases have been identified, it has become apparent that this is not necessarily the case, with many patients now considered to demonstrate an apparently stable clinical picture, alive in their 4th decade. Moreover, rare individuals with pathogenic mutations in the AGS-related genes can be minimally affected (perhaps only with chilblains) and are in mainstream education, and even affected siblings within a family can show marked differences in severity.In about ten percent of cases, AGS presents at or soon after birth (i.e. in the neonatal period).  This presentation of the disease is characterized by microcephaly, neonatal seizures, poor feeding, jitteriness, cerebral calcifications (accumulation of calcium deposits in the brain), white matter abnormalities, and cerebral atrophy; thus indicating that the disease process became active before birth i.e. in utero. These infants can have hepatosplenomegaly and thrombocytopaenia, very much like cases of transplacental viral infection. About one third of such early presenting cases, most frequently in association with mutations in TREX1, die in early childhood.
Otherwise the majority of AGS cases present in early infancy, sometimes after an apparently normal period of development. During the first few months after birth, these children develop features of an encephalopathy with irritability, persistent crying, feeding difficulties, an intermittent fever (without obvious infection), and abnormal neurology with disturbed tone, dystonia, an exaggerated startle response, and sometimes seizures.Glaucoma can be present at birth, or develop later. Many children retain apparently normal vision, although a significant number are cortically blind. Hearing is almost invariably normal. Over time, up to 40% of patients develop so-called chilblain lesions, most typically on the toes and fingers and occasionally also involving the ears. They are usually worse in the winter.","['HP:0000253', 'HP:0000486', 'HP:0000639', 'HP:0000967', 'HP:0000979', 'HP:0001063', 'HP:0001250', 'HP:0001257', 'HP:0001263', 'HP:0001332', 'HP:0001433', 'HP:0001744', 'HP:0001873', 'HP:0001945', 'HP:0002059', 'HP:0002062', 'HP:0002071', 'HP:0002135', 'HP:0002187', 'HP:0002240', 'HP:0002352', 'HP:0002421', 'HP:0002448', 'HP:0002910', 'HP:0004394', 'HP:0006579', 'HP:0007321', 'HP:0008872', 'HP:0008936', 'HP:0009704', 'HP:0009709', 'HP:0009710']"
610181,Aicardi–Goutières syndrome 2,"The initial description of AGS suggested that the disease was always severe, and was associated with unremitting neurological decline, resulting in death in childhood. As more cases have been identified, it has become apparent that this is not necessarily the case, with many patients now considered to demonstrate an apparently stable clinical picture, alive in their 4th decade. Moreover, rare individuals with pathogenic mutations in the AGS-related genes can be minimally affected (perhaps only with chilblains) and are in mainstream education, and even affected siblings within a family can show marked differences in severity.In about ten percent of cases, AGS presents at or soon after birth (i.e. in the neonatal period).  This presentation of the disease is characterized by microcephaly, neonatal seizures, poor feeding, jitteriness, cerebral calcifications (accumulation of calcium deposits in the brain), white matter abnormalities, and cerebral atrophy; thus indicating that the disease process became active before birth i.e. in utero. These infants can have hepatosplenomegaly and thrombocytopaenia, very much like cases of transplacental viral infection. About one third of such early presenting cases, most frequently in association with mutations in TREX1, die in early childhood.
Otherwise the majority of AGS cases present in early infancy, sometimes after an apparently normal period of development. During the first few months after birth, these children develop features of an encephalopathy with irritability, persistent crying, feeding difficulties, an intermittent fever (without obvious infection), and abnormal neurology with disturbed tone, dystonia, an exaggerated startle response, and sometimes seizures.Glaucoma can be present at birth, or develop later. Many children retain apparently normal vision, although a significant number are cortically blind. Hearing is almost invariably normal. Over time, up to 40% of patients develop so-called chilblain lesions, most typically on the toes and fingers and occasionally also involving the ears. They are usually worse in the winter.","['HP:0000252', 'HP:0001258', 'HP:0001298', 'HP:0001332', 'HP:0002059', 'HP:0002135', 'HP:0009704', 'HP:0100827']"
610329,Aicardi–Goutières syndrome 3,"The initial description of AGS suggested that the disease was always severe, and was associated with unremitting neurological decline, resulting in death in childhood. As more cases have been identified, it has become apparent that this is not necessarily the case, with many patients now considered to demonstrate an apparently stable clinical picture, alive in their 4th decade. Moreover, rare individuals with pathogenic mutations in the AGS-related genes can be minimally affected (perhaps only with chilblains) and are in mainstream education, and even affected siblings within a family can show marked differences in severity.In about ten percent of cases, AGS presents at or soon after birth (i.e. in the neonatal period).  This presentation of the disease is characterized by microcephaly, neonatal seizures, poor feeding, jitteriness, cerebral calcifications (accumulation of calcium deposits in the brain), white matter abnormalities, and cerebral atrophy; thus indicating that the disease process became active before birth i.e. in utero. These infants can have hepatosplenomegaly and thrombocytopaenia, very much like cases of transplacental viral infection. About one third of such early presenting cases, most frequently in association with mutations in TREX1, die in early childhood.
Otherwise the majority of AGS cases present in early infancy, sometimes after an apparently normal period of development. During the first few months after birth, these children develop features of an encephalopathy with irritability, persistent crying, feeding difficulties, an intermittent fever (without obvious infection), and abnormal neurology with disturbed tone, dystonia, an exaggerated startle response, and sometimes seizures.Glaucoma can be present at birth, or develop later. Many children retain apparently normal vision, although a significant number are cortically blind. Hearing is almost invariably normal. Over time, up to 40% of patients develop so-called chilblain lesions, most typically on the toes and fingers and occasionally also involving the ears. They are usually worse in the winter.","['HP:0000253', 'HP:0000639', 'HP:0001252', 'HP:0001257', 'HP:0001290', 'HP:0001298', 'HP:0001332', 'HP:0001347', 'HP:0001433', 'HP:0001873', 'HP:0002079', 'HP:0002500', 'HP:0002514', 'HP:0002910', 'HP:0009710', 'HP:0011344', 'HP:0012448', 'HP:0200149']"
610333,Aicardi–Goutières syndrome 4,"The initial description of AGS suggested that the disease was always severe, and was associated with unremitting neurological decline, resulting in death in childhood. As more cases have been identified, it has become apparent that this is not necessarily the case, with many patients now considered to demonstrate an apparently stable clinical picture, alive in their 4th decade. Moreover, rare individuals with pathogenic mutations in the AGS-related genes can be minimally affected (perhaps only with chilblains) and are in mainstream education, and even affected siblings within a family can show marked differences in severity.In about ten percent of cases, AGS presents at or soon after birth (i.e. in the neonatal period).  This presentation of the disease is characterized by microcephaly, neonatal seizures, poor feeding, jitteriness, cerebral calcifications (accumulation of calcium deposits in the brain), white matter abnormalities, and cerebral atrophy; thus indicating that the disease process became active before birth i.e. in utero. These infants can have hepatosplenomegaly and thrombocytopaenia, very much like cases of transplacental viral infection. About one third of such early presenting cases, most frequently in association with mutations in TREX1, die in early childhood.
Otherwise the majority of AGS cases present in early infancy, sometimes after an apparently normal period of development. During the first few months after birth, these children develop features of an encephalopathy with irritability, persistent crying, feeding difficulties, an intermittent fever (without obvious infection), and abnormal neurology with disturbed tone, dystonia, an exaggerated startle response, and sometimes seizures.Glaucoma can be present at birth, or develop later. Many children retain apparently normal vision, although a significant number are cortically blind. Hearing is almost invariably normal. Over time, up to 40% of patients develop so-called chilblain lesions, most typically on the toes and fingers and occasionally also involving the ears. They are usually worse in the winter.","['HP:0000238', 'HP:0000253', 'HP:0000369', 'HP:0000444', 'HP:0001250', 'HP:0001257', 'HP:0001272', 'HP:0001332', 'HP:0001433', 'HP:0001511', 'HP:0001744', 'HP:0001873', 'HP:0001876', 'HP:0002059', 'HP:0002093', 'HP:0002119', 'HP:0002240', 'HP:0002415', 'HP:0002514', 'HP:0002910', 'HP:0011344', 'HP:0011968', 'HP:0200149']"
612952,Aicardi–Goutières syndrome 5,"The initial description of AGS suggested that the disease was always severe, and was associated with unremitting neurological decline, resulting in death in childhood. As more cases have been identified, it has become apparent that this is not necessarily the case, with many patients now considered to demonstrate an apparently stable clinical picture, alive in their 4th decade. Moreover, rare individuals with pathogenic mutations in the AGS-related genes can be minimally affected (perhaps only with chilblains) and are in mainstream education, and even affected siblings within a family can show marked differences in severity.In about ten percent of cases, AGS presents at or soon after birth (i.e. in the neonatal period).  This presentation of the disease is characterized by microcephaly, neonatal seizures, poor feeding, jitteriness, cerebral calcifications (accumulation of calcium deposits in the brain), white matter abnormalities, and cerebral atrophy; thus indicating that the disease process became active before birth i.e. in utero. These infants can have hepatosplenomegaly and thrombocytopaenia, very much like cases of transplacental viral infection. About one third of such early presenting cases, most frequently in association with mutations in TREX1, die in early childhood.
Otherwise the majority of AGS cases present in early infancy, sometimes after an apparently normal period of development. During the first few months after birth, these children develop features of an encephalopathy with irritability, persistent crying, feeding difficulties, an intermittent fever (without obvious infection), and abnormal neurology with disturbed tone, dystonia, an exaggerated startle response, and sometimes seizures.Glaucoma can be present at birth, or develop later. Many children retain apparently normal vision, although a significant number are cortically blind. Hearing is almost invariably normal. Over time, up to 40% of patients develop so-called chilblain lesions, most typically on the toes and fingers and occasionally also involving the ears. They are usually worse in the winter.","['HP:0000252', 'HP:0000737', 'HP:0000958', 'HP:0001257', 'HP:0001263', 'HP:0001371', 'HP:0001873', 'HP:0002135', 'HP:0002352', 'HP:0002415', 'HP:0003040', 'HP:0007321', 'HP:0008872', 'HP:0008936', 'HP:0009710', 'HP:0040189', 'HP:0200149']"
