TA_start,TA_end,TA_symptoms,TA_scores,TA_is_negated,TA_HPO_codes,jaccard_score
"['38', '139', '416', '508', '625', '645', '727', '836', '970', '1267', '1329', '1341', '1584', '1606', '1622', '1648', '1676']","['52', '143', '426', '522', '639', '655', '739', '848', '980', '1281', '1339', '1355', '1604', '1620', '1646', '1674', '1692']","['arthrogryposis', 'arms', 'dislocated', 'vertical talus', 'arthrogryposis', 'amyoplasia', 'contractures', 'contractures', 'amyoplasia', 'arthrogryposis', 'hemangioma', 'Arthrogryposis', 'pulmonary hypoplasia', 'cryptorchidism', 'congenital heart defects', 'tracheoesophageal fistulas', 'inguinal hernias']","[0.99, 0.97, 0.85, 0.84, 0.99, 0.99, 0.95, 0.95, 0.99, 0.99, 0.98, 0.94, 1.0, 1.0, 1.0, 1.0, 1.0]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]","['HP:0002804', 'HP:0006779', 'HP:0001373', 'HP:0001838', 'HP:0002804', 'HP:0003634', 'HP:0001371', 'HP:0001371', 'HP:0003634', 'HP:0002804', 'HP:0001028', 'HP:0002804', 'HP:0002089', 'HP:0000028', 'HP:0001627', 'HP:0002575', 'HP:0000023']",0.043478260869565216
"['111', '199', '250', '292', '345', '367', '407', '490', '645', '656', '668', '686']","['137', '229', '259', '298', '356', '386', '428', '505', '651', '666', '681', '706']","['sensorineural hearing loss', 'abnormalities in the inner ear', 'Hypotonia', 'Ataxia', 'Vision loss', 'optic nerve atrophy', 'Peripheral neuropathy', 'Muscle weakness', 'ataxia', 'neuropathy', 'Optic atrophy', 'retinitis pigmentosa']","[0.92, 0.61, 0.85, 0.89, 0.85, 0.94, 1.0, 0.94, 0.97, 0.99, 0.92, 1.0]","[False, False, False, False, False, False, False, False, False, False, False, False]","['HP:0000407', 'HP:0000359', 'HP:0001252', 'HP:0010867', 'HP:0000572', 'HP:0000648', 'HP:0009830', 'HP:0001324', 'HP:0010867', 'HP:0009830', 'HP:0000648', 'HP:0000510']",0.15151515151515152
"['65', '303', '341', '351', '566', '667', '1137', '1283', '1342', '1398', '1506']","['87', '325', '350', '359', '576', '681', '1150', '1300', '1377', '1420', '1514']","['aspartylglucosaminuria', 'respiratory infections', 'scoliosis', 'Seizures', 'broad nose', 'loss of speech', 'uncoordinated', 'umbilical hernias', 'enlargement of the spleen and liver', 'aspartylglucosaminuria', 'Epilepsy']","[0.71, 0.99, 0.97, 1.0, 0.98, 0.99, 0.63, 0.99, 0.73, 0.71, 0.86]","[True, False, False, False, False, False, False, False, False, False, False]","['HP:0012068', 'HP:0011947', 'HP:0002650', 'HP:0001250', 'HP:0000445', 'HP:0002371', 'HP:0002311', 'HP:0001537', 'HP:0001433', 'HP:0012068', 'HP:0001250']",0.05
"['203', '311', '432', '454', '633', '785', '825', '839', '1061', '1073', '1234', '1345', '1429', '1586']","['209', '329', '453', '468', '647', '791', '834', '848', '1071', '1080', '1248', '1358', '1443', '1600']","['Ataxia', 'Oculomotor apraxia', 'Involuntary movements', 'Telangiectasia', 'Telangiectasia', 'cancer', 'lymphomas', 'leukemias', 'Dysarthria', 'slurred', 'cerebral palsy', 'impaired gait', 'telangiectasia', 'telangiectasia']","[0.61, 0.91, 0.95, 0.98, 0.98, 0.99, 1.0, 1.0, 1.0, 0.97, 1.0, 0.99, 1.0, 1.0]","[False, False, False, False, False, False, True, True, False, False, False, True, True, False]","['HP:0010867', 'HP:0000657', 'HP:0004305', 'HP:0001009', 'HP:0001009', 'HP:0002664', 'HP:0002665', 'HP:0001909', 'HP:0001260', 'HP:0001350', 'HP:0100021', 'HP:0001288', 'HP:0001009', 'HP:0001009']",0.07246376811594203
"['150', '169', '188', '242', '250', '263', '520', '533', '548']","['167', '186', '197', '248', '258', '280', '528', '544', '559']","['atopic dermatitis', 'allergic rhinitis', 'hay fever', 'asthma', 'rhinitis', 'atopic dermatitis', 'sneezing', 'rhinorrhoea', 'anaphylaxis']","[1.0, 1.0, 0.95, 1.0, 1.0, 1.0, 0.98, 0.98, 0.96]","[False, False, False, False, False, False, False, False, False]","['HP:0001047', 'HP:0003193', 'HP:0012395', 'HP:0002099', 'HP:0012384', 'HP:0001047', 'HP:0025095', 'HP:0031417', 'HP:0100845']",0.2
"['42', '50']","['48', '59']","['anemia', 'arthritis']","[1.0, 1.0]","[False, False]","['HP:0001903', 'HP:0001369']",0.2
"['0', '51', '198', '215', '292', '440', '482', '491', '529', '552', '613', '625', '652', '715', '818', '878', '892', '922', '976', '992', '1029', '1089', '1099', '1146', '1215']","['2', '67', '210', '235', '307', '464', '489', '510', '550', '562', '619', '650', '655', '717', '820', '888', '898', '937', '987', '1000', '1041', '1095', '1102', '1159', '1217']","['AF', 'rapid heart rate', 'palpitations', 'exercise intolerance', 'high heart rate', 'congestive heart failure', 'fatigue', 'shortness of breath', 'abnormal heart rhythm', 'arrhythmia', 'stroke', 'transient ischemic attack', 'TIA', 'AF', 'AF', 'chest pain', 'angina', 'hyperthyroidism', 'weight loss', 'diarrhea', 'lung disease', 'stroke', 'TIA', 'heart failure', 'AF']","[0.99, 0.83, 0.98, 0.94, 0.67, 0.79, 1.0, 1.0, 0.89, 0.89, 1.0, 1.0, 1.0, 0.99, 0.99, 1.0, 0.95, 0.99, 1.0, 1.0, 0.99, 1.0, 1.0, 1.0, 0.99]","[False, False, False, False, False, False, False, False, False, False, False, False, False, True, True, False, False, False, False, False, False, False, False, False, False]","['HP:0005110', 'HP:0001649', 'HP:0001962', 'HP:0003546', 'HP:0001649', 'HP:0001635', 'HP:0012378', 'HP:0002094', 'HP:0011675', 'HP:0011675', 'HP:0001297', 'HP:0002326', 'HP:0002326', 'HP:0005110', 'HP:0005110', 'HP:0100749', 'HP:0001681', 'HP:0000836', 'HP:0001824', 'HP:0002014', 'HP:0002088', 'HP:0001297', 'HP:0002326', 'HP:0001635', 'HP:0005110']",0.17647058823529413
"['17', '39', '92', '137', '159', '166', '175', '185', '198']","['37', '47', '100', '150', '164', '173', '183', '193', '217']","['difficulty breathing', 'dyspnoea', 'cyanosis', 'heart failure', 'edema', 'fatigue', 'wheezing', 'sweating', 'irregular heartbeat']","[0.99, 0.98, 0.85, 0.95, 0.99, 1.0, 1.0, 1.0, 1.0]","[False, False, False, False, False, False, False, False, False]","['HP:0002094', 'HP:0002094', 'HP:0000961', 'HP:0001635', 'HP:0000969', 'HP:0012378', 'HP:0030828', 'HP:0000975', 'HP:0011675']",0.13333333333333333
"['49', '214', '298', '558', '618', '639', '680', '871', '982', '1209', '1301', '1324', '1486', '1524', '1631', '1653']","['65', '230', '314', '571', '634', '651', '698', '875', '994', '1213', '1319', '1336', '1499', '1536', '1648', '1669']","['craniosynostosis', 'Craniosynostosis', 'craniosynostosis', 'brachycephaly', 'craniosynostosis', 'bulging eyes', 'prominent forehead', 'arms', 'Oligodactyly', 'arms', 'growth retardation', 'poikiloderma', 'short stature', 'Poikiloderma', 'hyperpigmentation', 'hypopigmentation']","[0.99, 0.83, 0.99, 0.77, 0.99, 0.99, 0.98, 0.96, 0.92, 0.96, 0.77, 0.87, 0.64, 1.0, 0.99, 0.97]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]","['HP:0001363', 'HP:0001363', 'HP:0001363', 'HP:0000248', 'HP:0001363', 'HP:0000520', 'HP:0011220', 'HP:0006779', 'HP:0012165', 'HP:0006779', 'HP:0001510', 'HP:0001029', 'HP:0004322', 'HP:0001029', 'HP:0000953', 'HP:0001010']",0.056179775280898875
"['110', '127', '230', '292', '373', '499', '520']","['121', '144', '246', '320', '379', '518', '535']","['hemangiomas', 'intestinal polyps', 'head enlargement', 'raised intracranial pressure', 'tumors', 'multinodular goiter', 'thyroid adenoma']","[0.93, 0.96, 0.9, 1.0, 0.94, 0.99, 1.0]","[False, False, False, True, True, True, True]","['HP:0001028', 'HP:0005266', 'HP:0000256', 'HP:0002516', 'HP:0002664', 'HP:0005987', 'HP:0000854']",0.036585365853658534
"['232', '256', '273', '296', '457', '679', '702', '715', '759', '778', '860', '875', '938', '998', '1007', '1019', '1051', '1058', '1076', '1091', '1127', '1165', '1182', '1195', '1231', '1269', '1331', '1355', '1369', '1422', '1437', '1457', '1512']","['243', '271', '294', '311', '471', '689', '713', '737', '769', '787', '873', '885', '947', '1006', '1017', '1049', '1057', '1075', '1085', '1101', '1144', '1172', '1194', '1215', '1248', '1307', '1353', '1367', '1383', '1435', '1451', '1481', '1527']","['visual loss', 'night blindness', 'postaxial polydactyly', 'truncal obesity', 'hypogenitalism', 'Strabismus', 'astigmatism', 'pigmentary retinopathy', 'low vision', 'blindness', 'Brachydactyly', 'syndactyly', 'syndactyl', 'Polyuria', 'polydipsia', 'nephrogenic diabetes insipidus', 'Ataxia', 'poor coordination', 'imbalance', 'hypertonia', 'Diabetes mellitus', 'Anosmia', 'deficiencies', 'Hirschsprung disease', 'bowel obstruction', 'Hypertrophy of interventricular septum', 'dilated cardiomyopathy', 'Hypogonadism', 'kidney failure', 'uterus duplex', 'septate vagina', 'hypoplasia of the uterus', 'Speech disorder']","[0.67, 0.85, 0.99, 0.97, 0.97, 0.97, 0.96, 0.99, 1.0, 0.76, 0.87, 0.83, 0.87, 0.59, 0.91, 0.98, 0.57, 0.98, 0.94, 0.58, 0.99, 0.9, 0.89, 1.0, 0.99, 0.58, 1.0, 0.93, 0.98, 0.64, 0.65, 0.94, 0.98]","[False, False, False, False, True, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]","['HP:0000572', 'HP:0000662', 'HP:0100259', 'HP:0001956', 'HP:0003241', 'HP:0000486', 'HP:0000483', 'HP:0000580', 'HP:0000505', 'HP:0000618', 'HP:0001156', 'HP:0001159', 'HP:0001159', 'HP:0000103', 'HP:0001959', 'HP:0009806', 'HP:0010867', 'HP:0002370', 'HP:0002172', 'HP:0001276', 'HP:0000819', 'HP:0000458', 'HP:0004395', 'HP:0002251', 'HP:0005214', 'HP:0005144', 'HP:0001644', 'HP:0000135', 'HP:0000083', 'HP:0003762', 'HP:0001153', 'HP:0000013', 'HP:0002167']",0.14492753623188406
"['83', '307', '340', '354', '378', '390', '412', '526', '545', '568', '578', '607']","['116', '326', '353', '376', '388', '404', '441', '539', '567', '577', '594', '623']","['basal-cell carcinomas of the skin', 'vertebrae anomalies', 'calcification', 'Skeletal abnormalities', 'bifid ribs', 'kyphoscoliosis', 'calcification of falx cerebri', 'hypertelorism', 'mandibular prognathism', 'Bilateral', 'ovarian fibromas', 'cardiac fibromas']","[0.9, 0.71, 0.86, 0.59, 0.71, 0.84, 0.75, 1.0, 0.82, 0.94, 0.97, 0.98]","[False, False, False, False, False, False, False, False, False, False, False, False]","['HP:0002671', 'HP:0003468', 'HP:0003761', 'HP:0000924', 'HP:0000892', 'HP:0002751', 'HP:0005462', 'HP:0000316', 'HP:0000303', 'HP:0012832', 'HP:0010618', 'HP:0010617']",0.11940298507462686
"['126', '231', '266']","['141', '246', '270']","['muscle weakness', 'Muscle weakness', 'arms']","[0.87, 0.97, 0.93]","[False, False, False]","['HP:0001324', 'HP:0001324', 'HP:0006779']",0.043478260869565216
"['98', '108', '129', '144', '175', '190', '213', '239', '255', '317', '1610', '1622']","['106', '117', '142', '150', '188', '201', '234', '248', '263', '321', '1620', '1637']","['seizures', 'hypotonia', 'limb weakness', 'ataxia', 'optic atrophy', 'skin rashes', 'seborrheic dermatitis', 'psoriasis', 'alopecia', 'coma', 'aggression', 'cognitive delay']","[0.94, 0.9, 0.88, 0.95, 1.0, 0.9, 1.0, 0.99, 0.98, 0.58, 0.71, 0.57]","[False, False, False, False, False, False, False, False, False, False, False, False]","['HP:0001250', 'HP:0001252', 'HP:0003690', 'HP:0010867', 'HP:0000648', 'HP:0000988', 'HP:0001051', 'HP:0003765', 'HP:0001596', 'HP:0001259', 'HP:0000718', 'HP:0001263']",0.16326530612244897
"['41', '116', '206', '404', '510', '635', '676', '923', '945', '1139', '1179']","['59', '134', '224', '422', '524', '642', '697', '941', '953', '1148', '1189']","['blood in the urine', 'Blood in the urine', 'blood in the urine', 'Blood in the urine', 'kidney disease', 'painful', 'pain during urination', 'overactive bladder', 'cystitis', 'bony pain', 'flank pain']","[0.74, 0.9, 0.74, 0.9, 1.0, 0.94, 0.8, 0.99, 1.0, 0.99, 1.0]","[False, False, False, False, False, False, False, True, True, False, False]","['HP:0000790', 'HP:0000790', 'HP:0000790', 'HP:0000790', 'HP:0000112', 'HP:0012531', 'HP:0100518', 'HP:0000012', 'HP:0100577', 'HP:0002653', 'HP:0030157']",0.0
"['383', '655', '686', '793', '806', '921', '1021', '1122']","['405', '658', '696', '804', '817', '930', '1024', '1125']","['Blue cone monochromacy', 'BCM', 'low vision', 'photophobia', 'hemeralopia', 'nystagmus', 'BCM', 'BCM']","[0.82, 0.98, 0.97, 0.87, 0.96, 0.99, 0.98, 0.98]","[False, False, False, False, False, False, False, False]","['HP:0007939', 'HP:0007939', 'HP:0000505', 'HP:0000613', 'HP:0012047', 'HP:0000639', 'HP:0007939', 'HP:0007939']",0.3333333333333333
"['128', '149', '215', '286', '389', '420', '449', '460', '560', '669', '695', '786', '818', '881', '966', '995', '1119', '1136', '1208', '1218', '1293', '1325', '1476', '1485', '1513']","['144', '167', '238', '309', '404', '429', '458', '478', '574', '689', '709', '796', '831', '893', '981', '1004', '1131', '1150', '1216', '1238', '1319', '1340', '1483', '1499', '1536']","['muscle hypotonia', 'difficulty feeding', 'intellectual disability', 'intellectual disability', 'impaired vision', 'hyperopia', 'nystagmus', 'Vision impairments', 'polyneuropathy', 'behavioral disorders', 'hypersexuality', 'large ears', 'short stature', 'gynecomastia', 'tapered fingers', 'scoliosis', 'hypogonadism', 'cryptorchidism', 'epilepsy', 'cleft lip and palate', 'Legg-Calvé-Perthes disease', 'hypopituitarism', 'obesity', 'polyneuropathy', 'intellectual disability']","[0.78, 0.98, 0.98, 0.98, 0.91, 0.84, 0.99, 0.55, 0.99, 0.99, 0.98, 0.96, 0.84, 0.89, 0.91, 0.94, 0.67, 0.99, 0.88, 0.95, 1.0, 0.99, 1.0, 0.99, 0.98]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]","['HP:0001252', 'HP:0011968', 'HP:0001249', 'HP:0001249', 'HP:0000505', 'HP:0000540', 'HP:0000639', 'HP:0000505', 'HP:0001271', 'HP:0000708', 'HP:0030214', 'HP:0000400', 'HP:0004322', 'HP:0000771', 'HP:0001182', 'HP:0002650', 'HP:0000135', 'HP:0000028', 'HP:0001250', 'HP:0000202', 'HP:0005743', 'HP:0040075', 'HP:0001513', 'HP:0001271', 'HP:0001249']",0.23728813559322035
"['139', '165', '181']","['161', '179', '194']","['chronic kidney disease', 'kidney failure', 'Ear anomalies']","[0.98, 0.99, 1.0]","[False, False, False]","['HP:0012622', 'HP:0000083', 'HP:0000598']",0.0
"['582', '644', '739', '1015', '1164', '1209', '1720', '1813', '2347', '2371', '2680', '2762', '2860', '2882', '3193', '3252']","['586', '648', '743', '1021', '1171', '1213', '1726', '1818', '2357', '2387', '2686', '2769', '2871', '2892', '3202', '3278']","['rash', 'pain', 'Pain', 'eczema', 'itching', 'pain', 'cancer', 'obese', 'borderline', 'Malignant tumors', 'cancer', 'cancers', 'weight loss', 'joint pain', 'cancerous', 'fibroadenoma of the breast']","[0.98, 1.0, 0.98, 1.0, 1.0, 1.0, 1.0, 0.98, 0.65, 0.99, 1.0, 0.98, 1.0, 0.98, 0.9, 0.87]","[False, False, False, False, False, False, False, False, True, True, False, False, False, False, False, False]","['HP:0000988', 'HP:0012531', 'HP:0012531', 'HP:0000964', 'HP:0000989', 'HP:0012531', 'HP:0002664', 'HP:0001513', 'HP:0012827', 'HP:0002664', 'HP:0002664', 'HP:0002664', 'HP:0001824', 'HP:0002829', 'HP:0002664', 'HP:0010619']",0.0
"['30', '243', '402', '449', '483', '552', '578', '903', '919', '1016', '1205', '1220', '1239', '1261', '1274', '1345', '1370', '1417']","['51', '270', '424', '458', '502', '574', '606', '914', '927', '1024', '1218', '1237', '1259', '1269', '1295', '1368', '1394', '1429']","['cranial nerve palsies', 'fasciculation of the tongue', 'sensorineural deafness', 'paralysis', 'respiratory failure', 'respiratory infections', 'respiratory muscle paralysis', 'vision loss', 'deafness', 'deafness', 'optic atrophy', 'cerebellar ataxia', 'retinitis pigmentosa', 'epilepsy', 'autonomic dysfunction', 'auditory hallucinations', 'respiratory difficulties', 'hypertension']","[0.84, 0.69, 0.98, 0.86, 0.96, 1.0, 0.96, 0.9, 1.0, 1.0, 0.79, 0.96, 1.0, 0.95, 0.77, 0.99, 0.99, 0.96]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]","['HP:0006824', 'HP:0001308', 'HP:0000407', 'HP:0003470', 'HP:0002878', 'HP:0011947', 'HP:0002203', 'HP:0000572', 'HP:0000365', 'HP:0000365', 'HP:0000648', 'HP:0001251', 'HP:0000510', 'HP:0001250', 'HP:0012332', 'HP:0008765', 'HP:0002098', 'HP:0000822']",0.1111111111111111
"['107', '143', '159', '187', '192']","['122', '158', '168', '191', '214']","['aortic stenosis', 'Osteopoikilosis', 'Bone pain', 'nevi', 'Metaphysis abnormality']","[1.0, 0.99, 0.87, 0.99, 0.78]","[False, False, False, False, False]","['HP:0001650', 'HP:0010739', 'HP:0002653', 'HP:0003764', 'HP:0000944']",0.1
"['69', '346', '364', '412', '431', '445', '456', '550']","['86', '359', '377', '429', '443', '454', '471', '570']","['bowed lower limbs', 'narrow pelvis', 'enlarged head', 'flat nasal bridge', 'low set ears', 'club feet', 'dislocated hips', 'Respiratory distress']","[0.95, 0.96, 0.98, 0.97, 0.75, 0.61, 1.0, 0.92]","[False, False, False, False, False, False, False, False]","['HP:0002970', 'HP:0003275', 'HP:0040194', 'HP:0005280', 'HP:0000369', 'HP:0001762', 'HP:0002827', 'HP:0002098']",0.07352941176470588
"['38', '63', '69', '86', '113', '198', '217', '232', '273', '326', '359', '373', '600', '661', '719', '890', '1010', '1248', '1288', '1477', '1684', '1764', '2395']","['47', '67', '84', '94', '126', '205', '230', '240', '289', '338', '368', '382', '604', '665', '723', '894', '1015', '1261', '1304', '1481', '1692', '1768', '2409']","['bone pain', 'arms', 'muscle weakness', 'myopathy', 'waddling gait', 'fatigue', 'muscle spasms', 'headache', 'delay in puberty', 'absent tibia', 'flat foot', 'scoliosis', 'pain', 'pain', 'pain', 'Pain', 'stiff', 'waddling gait', 'broad-based gait', 'pain', 'myopathy', 'pain', 'loss of vision']","[0.91, 0.95, 0.73, 0.98, 0.93, 1.0, 0.99, 1.0, 0.76, 0.78, 0.8, 0.89, 1.0, 1.0, 1.0, 0.96, 0.89, 0.93, 0.71, 1.0, 0.98, 1.0, 0.89]","[False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False, False]","['HP:0002653', 'HP:0006779', 'HP:0001324', 'HP:0003198', 'HP:0002515', 'HP:0012378', 'HP:0002487', 'HP:0002315', 'HP:0000823', 'HP:0009556', 'HP:0001763', 'HP:0002650', 'HP:0012531', 'HP:0012531', 'HP:0012531', 'HP:0012531', 'HP:0003552', 'HP:0002515', 'HP:0002136', 'HP:0012531', 'HP:0003198', 'HP:0012531', 'HP:0000572']",0.09090909090909091
"['245', '312', '334', '383', '430', '443', '466', '508', '519', '533']","['268', '332', '354', '392', '440', '460', '479', '517', '528', '541']","['intellectual disability', 'feeding difficulties', 'abnormal muscle tone', 'hypotonia', 'spasticity', 'poor head control', 'megalocephaly', 'Paralysis', 'blindness', 'seizures']","[0.9, 0.96, 0.96, 0.63, 0.67, 0.94, 0.92, 0.85, 0.58, 1.0]","[False, False, False, False, False, False, False, False, False, False]","['HP:0001249', 'HP:0011968', 'HP:0003808', 'HP:0001252', 'HP:0001257', 'HP:0002421', 'HP:0001355', 'HP:0003470', 'HP:0000618', 'HP:0001250']",0.11428571428571428
